0.000000000000000000e+00 5.279555511111111343e+01 -9.341667166666667299e+00
1.000000000000000000e+00 5.387865000000000038e+01 -9.056190000000000850e+00
2.000000000000000000e+00 5.239305497222222385e+01 -9.017778388888887164e+00
3.000000000000000000e+00 5.220444488888889367e+01 -8.831945416666666659e+00
4.000000000000000000e+00 5.299027633333332687e+01 -8.985833166666665761e+00
5.000000000000000000e+00 5.278277969444444295e+01 -8.779999722222223468e+00
6.000000000000000000e+00 5.237805558333333522e+01 -8.585277555555556717e+00
7.000000000000000000e+00 5.256333161111110996e+01 -8.199167250000000351e+00
8.000000000000000000e+00 5.231138991666666271e+01 -8.042222027777777171e+00
9.000000000000000000e+00 5.316333388888888578e+01 -7.553888805555555308e+00
1.000000000000000000e+01 5.285083388888889289e+01 -7.358889111111110992e+00
1.100000000000000000e+01 5.415680694444444043e+01 -8.108888638888888778e+00
1.200000000000000000e+01 5.405974961111110844e+01 -7.940527916666665575e+00
1.300000000000000000e+01 5.392913819444444101e+01 -8.025221833333334942e+00
1.400000000000000000e+01 5.368005752777777673e+01 -7.802693833333332663e+00
1.500000000000000000e+01 5.335855483333333638e+01 -7.600749972222222262e+00
1.600000000000000000e+01 5.325055694444444754e+01 -7.579638944444444526e+00
1.700000000000000000e+01 5.367522999999999911e+01 -7.051070000000000171e+00
1.800000000000000000e+01 5.387865000000000038e+01 -9.056190000000000850e+00
1.900000000000000000e+01 5.342090000000000316e+01 -9.368399999999999395e+00
2.000000000000000000e+01 5.415784000000000020e+01 -9.637539999999999552e+00
2.100000000000000000e+01 5.229193999999999676e+01 -6.510489999999999888e+00
2.200000000000000000e+01 5.303692999999999813e+01 -6.380209999999999937e+00
2.300000000000000000e+01 5.402660000000000196e+01 -6.365990000000000038e+00
2.400000000000000000e+01 5.479413000000000267e+01 -5.816659999999999719e+00
2.500000000000000000e+01 5.515200999999999709e+01 -6.261999999999999567e+00
2.600000000000000000e+01 5.519420999999999822e+01 -7.401679999999999815e+00
2.700000000000000000e+01 5.425254000000000332e+01 -7.796619999999999884e+00
2.800000000000000000e+01 5.505720000000000169e+01 -7.943130000000000024e+00
2.900000000000000000e+01 5.436397999999999797e+01 -6.304759999999999920e+00
3.000000000000000000e+01 5.460369000000000028e+01 -6.928889999999999993e+00
3.100000000000000000e+01 5.476217799999999869e+01 -7.866715000000000124e+00
3.200000000000000000e+01 5.242479999999999762e+01 -9.622099999999999653e+00
3.300000000000000000e+01 5.219859999999999900e+01 -9.295099999999999696e+00
3.400000000000000000e+01 5.164150000000000063e+01 -8.990800000000000125e+00
3.500000000000000000e+01 5.338719999999999999e+01 -6.339789999999999814e+00
3.600000000000000000e+01 5.261869999999999692e+01 -9.723390000000000200e+00
3.700000000000000000e+01 5.271609999999999729e+01 -9.533060000000000755e+00
3.800000000000000000e+01 5.289761644444444499e+01 -7.953125388888889091e+00
3.900000000000000000e+01 5.349495169444444542e+01 -8.383108000000000004e+00
4.000000000000000000e+01 5.387059874999999920e+01 -7.962747722222222713e+00
4.100000000000000000e+01 5.372502899999999926e+01 -7.885889055555555416e+00
4.200000000000000000e+01 5.214305497222222385e+01 -8.415833472222223222e+00
4.300000000000000000e+01 5.190999999999999659e+01 -1.035999999999999943e+01
4.400000000000000000e+01 5.273267127777778285e+01 -7.294419333333332922e+00
4.500000000000000000e+01 5.352055741666666222e+01 -7.686944972222222283e+00
4.600000000000000000e+01 5.258055497222222385e+01 -9.106389055555556666e+00
4.700000000000000000e+01 5.294097136111111013e+01 -7.460194111111110971e+00
